City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel name,Hotel Name
220,Dingle,PH,77.09,overcast clouds,10.9995,122.6711,,SEGAYA PROPERTY
224,Carnarvon,AU,63.39,clear sky,-24.8667,113.6333,,Hospitality Carnarvon
225,San Patricio,US,73.89,overcast clouds,28.017,-97.5169,,"Motel 6 Sinton, TX"
226,Eyl,SO,77.59,few clouds,7.9803,49.8164,,EYL AQUE SYSTEM
227,Pochutla,MX,82.22,light rain,15.7432,-96.4661,,Hotel Posada San Jose
228,Marysville,US,70.2,smoke,48.0518,-122.1771,,"Holiday Inn Express & Suites Marysville, an IHG Hotel"
229,Mantua,IT,60.04,scattered clouds,45.1667,10.7833,,Hotel la Favorita
230,Rio Gallegos,AR,64.45,clear sky,-51.6226,-69.2181,,Hotel Santa Cruz
233,Bang Saphan,TH,74.19,light rain,11.2126,99.5117,,Ladawan Boutique Hotel
234,Martinsville,US,64.18,scattered clouds,36.6915,-79.8725,,Hampton Inn Martinsville
236,Liuli,TZ,76.69,few clouds,-11.0833,34.6333,,"Puulu Beach,Puulu Village"
237,Bubaque,GW,81.05,overcast clouds,11.2833,-15.8333,,"Casa Dora, Bubaque"
238,Cayenne,GF,78.84,few clouds,4.9333,-52.3333,,Hôtel Le Dronmi
239,Nouadhibou,MR,76.98,overcast clouds,20.931,-17.0347,,El Medina
241,Sechura,PE,67.42,broken clouds,-5.5569,-80.8222,,Hospedaje Costa Bella
243,Isangel,VU,84.31,broken clouds,-19.55,169.2667,,Tanna Lodge
246,Havre,FR,60.21,clear sky,49.5833,0.3333,,gite bois jourdain
247,Lexington Park,US,63.66,thunderstorm,38.2668,-76.4538,,TownePlace Suites by Marriott Lexington Park Patuxent River Naval Air Station
249,Ipua,BR,82.98,overcast clouds,-20.4381,-48.0122,,Hotel e Restaurante M. Martins
251,Torbay,CA,60.58,mist,47.6666,-52.7314,,Gallows Cove
253,Abu Dhabi,AE,84.22,overcast clouds,24.4667,54.3667,,Beach Rotana
254,Faanui,PF,78.01,light rain,-16.4833,-151.75,,Bora-Bora Pearl Beach Resort & Spa
258,Gwadar,PK,78.31,scattered clouds,25.1216,62.3254,,Sadaf Resort
259,Banda Aceh,ID,78.08,overcast clouds,5.5577,95.3222,,OYO 884 Rumoh PMI Hotel
261,Lagoa,PT,62.02,light rain,39.05,-27.9833,,Casa Das Faias
266,Narasannapeta,IN,75.69,overcast clouds,18.4167,84.05,,AVK events and catering
268,Damoh,IN,65.98,clear sky,23.8333,79.45,,"Saansad Niwas, Damoh"
274,Nata,PA,75.07,moderate rain,8.3333,-80.5167,,Rey David
278,Scottsbluff,US,62.83,clear sky,41.8666,-103.6672,,Hampton Inn & Suites Scottsbluff-Conference Center
279,Broken Hill,AU,60.96,overcast clouds,-31.95,141.4333,,Royal Exchange Hotel
281,Mudgal,IN,73.15,overcast clouds,16.0167,76.4333,,Fi Rab Hotel
283,Pemangkat,ID,77.22,overcast clouds,1.1667,108.9667,,Hotel Duyung Permai 2
286,Kudahuvadhoo,MV,80.56,overcast clouds,2.6708,72.8944,,Niyama Private Islands Maldives
288,Labuhan,ID,79.3,heavy intensity rain,-6.8844,112.2051,,DoubleFAG
289,Noumea,NC,82.38,overcast clouds,-22.2763,166.4572,,Hôtel Le Lagon
293,Jawhar,SO,75.06,overcast clouds,2.7809,45.5005,,Hotel Shabelle
294,Kahului,US,89.62,few clouds,20.8947,-156.47,,Maui Seaside Hotel
295,Whitianga,NZ,63.95,broken clouds,-36.8333,175.7,,Beachside Resort Whitianga
297,Arenapolis,BR,86.52,overcast clouds,-14.4503,-56.8461,,Mato Grosso Hotel
298,San Lorenzo,PY,70.74,light intensity drizzle,-25.3333,-57.5333,,Canarias Hotel
299,Makueni,KE,64.04,broken clouds,-1.8041,37.6203,,WOTE TECHNICAL HOSTELS
302,Kapoeta,SS,72.54,moderate rain,4.7717,33.5903,,Lokoges PHCC
303,Kapaa,US,84.18,clear sky,22.0752,-159.319,,Sheraton Kauai Coconut Beach Resort
306,Atambua,ID,79.57,overcast clouds,-9.1061,124.8925,,Ros Muskanan
307,Port Blair,IN,77.04,mist,11.6667,92.75,,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
309,Grand Baie,MU,70.27,scattered clouds,-20.0182,57.5802,,Trou aux Biches Beachcomber Golf Resort & Spa
310,Rawlins,US,62.49,clear sky,41.7911,-107.2387,,"Holiday Inn Express Rawlins, an IHG Hotel"
314,Laguna,US,81.43,clear sky,38.421,-121.4238,,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
316,Ahipara,NZ,62.29,few clouds,-35.1667,173.1667,,Ahipara Holiday Park
319,Aguimes,ES,68.67,few clouds,27.9054,-15.4461,,Hotel Villa de Aguimes
320,Garut,ID,68.41,overcast clouds,-7.2024,107.8878,,favehotel
321,Pedasi,PA,78.06,light rain,7.5333,-80.0333,,Hotel Casa de Campo Pedasí
323,Nantucket,US,62.74,broken clouds,41.2835,-70.0995,,Jared Coffin House
324,Bilma,NE,79.68,clear sky,18.6853,12.9164,,Expeditions Ténére voyages
330,Jaltepec,MX,60.67,moderate rain,19.7333,-98.6333,,Finca Tres Luceros
331,Jalu,LY,66.6,clear sky,29.0331,21.5482,,صاحبة الفخامة
332,Omboue,GA,77.04,moderate rain,-1.5746,9.2618,,Hotel Olako
335,Valdivia,CL,69.89,overcast clouds,-39.8142,-73.2459,,Hostal Entre Rios
336,Takoradi,GH,77.54,scattered clouds,4.8845,-1.7554,,Raybow International Hotel
337,Acapulco,MX,85.82,light rain,16.8634,-99.8901,,HS Hotsson Smart Acapulco
338,Shimoda,JP,66.56,overcast clouds,34.6667,138.95,,Shimoda Tokyu Hotel
341,Inverell,AU,69.67,scattered clouds,-29.7833,151.1167,,Sapphire City Motor Inn
346,Westport,US,64.22,broken clouds,41.1415,-73.3579,,The Westport Inn
348,Grand Gaube,MU,70.2,scattered clouds,-20.0064,57.6608,,Veranda Paul et Virginie Hotel & Spa
349,Tera,NE,86.5,clear sky,14.0078,0.7531,,Hotel Daressalam Téra
350,Valleyview,CA,71.64,clear sky,55.0667,-117.2859,,Paradise Inn & Suites
351,Pak Phanang,TH,78.82,overcast clouds,8.3511,100.202,,Green Park Inn Hotel
352,Buraydah,SA,72.05,scattered clouds,26.326,43.975,,Mövenpick Qassim
353,Jadu,LY,61.32,clear sky,31.953,12.0261,,امياس للصرافة
354,Sayaxche,GT,79.56,light rain,16.5167,-90.1667,,Fam. Choc
356,Nouakchott,MR,84.13,scattered clouds,18.0858,-15.9785,,HOTEL IMAN
357,Bourail,NC,79.95,broken clouds,-21.5667,165.4833,,Motel Allamanda
358,Chokwe,MZ,72.63,scattered clouds,-24.5333,32.9833,,Complexo Sonho Real
359,Bell Ville,AR,63.66,overcast clouds,-32.6259,-62.6887,,Hotel Central
361,Hue,VN,75.31,scattered clouds,16.4667,107.6,,Saigon Morin Hotel
362,Panaba,MX,82.31,light rain,21.2833,-88.2667,,Hotel Don Fernando
363,Richards Bay,ZA,71.62,overcast clouds,-28.783,32.0377,,BON Hotel Waterfront Richards Bay
365,Bandarbeyla,SO,76.89,clear sky,9.4942,50.8122,,JABIR HOTEL
366,Basoko,CD,70.77,overcast clouds,1.2391,23.616,,Jackyna Hotel
369,Sola,VU,84.87,broken clouds,-13.8833,167.55,,Leumerus Bungalows
